EAN;DESCRICAO
7898040324179;"INTHOS 250MG 60CPS"
7896112402329;"DOSS 1.000UI 30CPS GEL"
7896112427360;"7896112402329"
8880003339817;"7896112427360"
7896658023224;"SORINE SSC SPRAY JATO CONTINUO 100ML"
3337872414152;"CR PIGMENCLAIR LA ROCHE POSAY OLHOS 15ML"
7891268118087;"ELIQUIS 2,5MG 60CP"
7896016807404;"7891268118087"
8902220107939;"LAMOTRIGINA 100MG 30CP GN TORRENT (C1)"
7896317907346;"ZIRVIT KIDS 150ML TUTTI FRUTTI"
7899824401031;"7896317907346"
7898040324209;"CARTIGEN C HIBISCUS C/ LIMAO 30SACHES"
7898073780058;"CERA DEPILA IPHIGENY MEL QUENTE 300GR"
4210201038719;"ZZ-REFIL ED ORAL-B ELETRICA 2UN PRECISION CLEAN"
3282779003131;"AGUA TERMAL AVENE SPRAY 300ML"
7898146826867;"STUB 0,4MG 30CPS"
7894916509718;"RUSOVAS 10MG 60CP *ABRACE-ME*"
7896004775760;"7894916509718"
7894916509190;"ESCILEX 10MG 60CP (C1)"
7896004726793;"BALSAMO BENGUE AER 60GR"
7896226506371;"PROLOPA BD 100MG+25MG 30CP *F.POP-GT*"
7897129304095;"EMULGEL KLASSIS THERASKIN CLAREADOR DA PELE 30GR"
7896094207820;"CARDILOL 25MG 60CP"
3433422408357;"SOL MICELAR EFFACLAR LA ROCHE POSAY ULTRA 200ML"
7899420502330;"AVAL 160MG 30CP"
7899420502378;"AVAL 320MG 30CP"
4210201038511;"ED ORAL-B ELETRICA D12 VITALITY"
7898949409458;"LA KESIA 30ML"
7891010031350;"COLONIA J&J BABY LAVANDA 200ML"
7897975685898;"PROT SOLAR ADCOS DUO CAKE NUDE FPS50 10GR"
7891025120025;"FORMULA INFANTIL APTAMIL ACTIVE 800GR (0-3 ANOS)"
7891025119982;"FORMULA INFANTIL APTAMIL PEPTI 800GR (0-3 ANOS"
7896181924098;"ACEBROFILINA 25MG INF 120ML GN BIO"
7897900310765;"CEREAIS TRIO LIGHT AVELA CAST CHOC 20GR"
7897900317627;"7897900310765"
7891010254964;"LOC HIDR NEUTROGENA NORWEGIAN INT C/FRAG 200ML"
7898946433197;"OMEGA 3 ULTRA CAPS EQUALIV 60CPS"
7899026493124;"HIDR CORP LIPIKAR INTENSIVO LA ROCHE POSAY 200ML"
7899706127547;"7899026493124"
7891010566722;"LENCO DEMAQ NEUTROGENA DEEP CLEAN 25UN"
7891150014138;"SH A/C CLEAR LIMPEZA DIARIA MEN 2EM1 400ML"
7891150021679;"SH DOVE MEN FORCA RESISTENTE 2 EM 1 400ML"
7891024027226;"SAB LIQ PROTEX 2 BALANCE MAOS 200ML D"
7898934336264;"ENDOCARE CR ANTI-IDADE LUMINADOR CONTORNO DOS OLHOS I15ML"
8470001564832;"7898934336264"
7897517920876;"ED KESS PRO MACIA COD.2087"
7897517920425;"ED KESS STEPS 1 (COD. 2042)"
7897517920432;"ED KESS STEPS 2 (COD. 2043)"
7897517920449;"ED KESS STEPS 3 (COD. 2044)"
7897517919986;"FIO DEN KESS INDIVIDUAL 30UN (COD. 1998)"
7897517916985;"KIT BELLIZ ESPELHO E PINCA BLACK AND WHITE COD.1698"
7897517905323;"CILIOS BELLIZ TRANCADOS MEDIOS (COD:532)"
7897517905286;"CILIOS BELLIZ LONGOS INTENSO (COD:528)"
7897517905293;"CILIOS BELLIZ LONGOS SUAVE (COD:529)"
7897517905309;"CILIOS BELLIZ INTER INTENSO (COD:530)"
7897517917517;"APAR DEPIL ENOX SOFT FEMININO 2UN COD. 1751"
7897517937171;"ADESIVO REMOCAO CRAVOS NARIZ RICCA 3UN"
7897975693596;"SAB ADCOS OILY SOLUTION EQUILIBRANTE 120GR"
7896206406738;"SELOZOK 50MG 60CP"
7897851221165;"DIVELOL 3,125MG 60CP"
7891106908870;"BEPANTOL DERMA LABIAL 7,5ML"
7896110007526;"PROT DIARIO SYM C/ PERFUME 40UN"
8888021201451;"PILHA EVEREADY ALC GOLD PEQ AA4 4UN"
7896046700607;"HAIR SPRAY CHARMING EXTRA FORTE 400ML"
7896902209695;"SAB LIQ ESFOLIANTE FARMAX HIDRADERM COCO 180ML"
7896902209817;"SAB LIQ FARMAX ESFOLIANTE MORANGO 180ML"
7896902209855;"SAB LIQ FARMAX ERVA DOCE 480ML"
7896902200593;"REMOVEDOR ESM ARGAN FARMAX 100ML"
7896902208469;"REMOVEDOR ESM AROM UVA FARMAX 100ML"
7896902209824;"SAB LIQ ESFOLIANTE FARMAX HIDRADERM CAMOMILA 180ML"
7896015528577;"CD SENSODYNE REPAIR PROT WHITENING 100GR"
7898503183268;"PINCEL VULT P/SOMBRAS 06"
7898087340125;"DERSANI HIDROGEL 30GR"
7896015519834;"BACTROBAN POM 20MG 10GR (AM) *GSKVMAIS*"
7506339315370;"MINI COOLER SELECAO"
7896658009631;"VIDMAX 25MG 60CP (C1)"
7896658009662;"VIDMAX 50MG 60CP (C1)"
7896658009693;"VIDMAX 100MG 60CP (C1)"
7898040324247;"MARESIS JATO FORTE SPRAY 100ML"
5060632508768;"STEZZA 28CP"
7896083410248;"ANDROSTEN 94MG 30CP HERBARIUM"
7894916509305;"BRASART BCC 160MG+5MG 30CP *EMS SAUDE*"
8880003343852;"7894916509305"
8880003343937;"8880003343852"
7898040322700;"BELPELE 0,3 GEL 30GR"
7702018013326;"ESP BARBEAR GILLETTE FOAMY SENSIVE 179ML"
7896013501459;"CR ALISAMENTO HAIR LIFE MEL & AMENDOAS"
7899095245686;"COLCHICINA 0,5MG 30CP GN GEOLAB"
7897473205741;"ADACNE CLIN GEL 1MG+10MG/G 45GR (AM)"
7896255763233;"DEPAKOTE SPRINKLE 125MG 60CPS (C1)"
7891010568771;"LENCOS UMED J&J RECEM NASCIDO 48UN"
7891010568757;"LENCOS UMED J&J EXTRA CUIDADO 48UN"
7898587774352;"COND ELSEVE OLEO EXT NUT 200ML"
7899706111621;"CR PENT ELSEVE OLEO EXT NUT INT 250ML"
7898940448128;"AKINETON 2MG 80CP (C1)"
7898587774475;"CR TRAT ELSEVE OLEO EXTRAORDINARIO NUTRITIVO 300GR"
7898585290274;"ED POWERDENT POWER PRO SENSITIVE 5360"
4015600021863;"EMULSAO COLOR PERFECT 20VOL 60ML D"
7891182019811;"4015600021863"
7896512919878;"CR GRANADO PINK PARA CUTICULAS 100GR"
7896512914231;"CERA GRANADO PINK NUTRIT UNHAS CUTICULAS 7GR"
7896512914255;"MANTEIGA EMOLIENTE GRANADO PINK 60GR"
7896512914224;"GEL GRANADO PES E PERNAS CANSADAS PINK 120GR"
7896512914415;"TALCO GRANADO CREMOSO PINK 100GR"
7898943707024;"ATEROMA 10MG 30CP"
7898943707086;"ATEROMA 20MG 30CP"
7898943707147;"ATEROMA 40MG 30CP"
7896382706677;"PROZAC 20MG 30CPS (C1) D"
7894916510202;"ESOGASTRO IBP KIT 7DIAS (AM)"
7896512913708;"POLVILHO ANTISSEP GRANADO PINK 100GR"
7894916509985;"NEUTROFER POLI 30ML"
7896004708607;"TRAMADOL 100MG 15ML GN GERMED (C1)"
7896658021640;"ESALERG 1,25MG 20ML TUTTI FRUTTI"
7793640000143;"ASPIRINA AD 500MG 20CP"
7891106908696;"7793640000143"
7891317001728;"PERIVASC 450MG+50MG 60CP"
7891317008598;"7891317001728"
7891317123253;"7891317008598"
8880003340783;"7891317123253"
7891317001711;"PERIVASC 450MG+50MG 30CP"
7891317008581;"7891317001711"
7891317123246;"7891317008581"
7891317144142;"AIDE 3 GTS 20ML LIMAO"
7891317144166;"AIDE 3 GTS 10ML LIMAO"
7897129305245;"NOURKRIN WOMAN 60CP"
7897129305443;"7897129305245"
7899850900553;"7897129305443"
7894916509329;"BRASART BCC 320MG+5MG 30CP *EMS SAUDE*"
7896331705348;"PROT SOLAR HELIODERM KIDS FPS30 120ML"
7896331705331;"PROT SOLAR FACIAL HELIODERM FPS50 50GR"
7896015528829;"RELVAR 100MCG+25MCG 30DOSES"
7896015528843;"RELVAR 200MCG+25MCG 30DOSES"
7896658025136;"PROVANCE LIMA LIMAO 10CP"
7896658027802;"7896658025136"
7896658027819;"PROVANCE LIMA LIMAO 30CP"
7500435132800;"FR PAMPERS SUPERSEC G 46UN HIPER D"
7501001393984;"7500435132800"
7500435132794;"FR PAMPERS SUPERSEC M 52UN HIPER D"
7501001393977;"7500435132794"
7500435132817;"FR PAMPERS SUPERSEC XG 40UN HIPER D"
7501001393991;"7500435132817"
7896098807613;"MAMAD NUK MY FIRST S2 BOY 300ML (+6 MESES)"
7896098807620;"MAMAD NUK MY FIRST S2 GIRL 300ML (+6 MESES)"
4008600139911;"COPO NUK FLEXI CUP GIRL 300ML (755093-UB)"
7896098805299;"4008600139911"
4008600130130;"BICO NUK P/COPO JR CUP (COD:PA750510-UB)"
4008600097518;"KIT NUK COLHERES SIL 2UN (7255065-UB)"
4008600108573;"ESTERILIZADOR NUK MAMADEIRA P/ MICRO 7256254-UB D"
4008600122968;"TESOURA NUK P/ CRIANCAS (750430-UB)"
4008600281764;"4008600122968"
7896098802359;"ASPIRADOR NASAL NUK (7371100-UB)"
4008600090205;"KIT NUK ESCOVA E PENTE COLOR (7256236-UB)"
7898489511086;"LOC HIDR CORP DAVENE LEITE DE AVEIA ORIGINAL 180ML"
7899640810321;"ASSERT 25MG 30CP (C1)"
7898370620507;"CHIP CTBC ALGAR TELECOM"
7898370620828;"7898370620507"
7898940558759;"7898370620828"
7896016807213;"NALDECON PACK DIA/NOITE 24CP"
7896033251037;"57896033251032"
7896033251044;"BICO LILLO ORTO SIL N2 (COD:607200)"
7896110003740;"ABS SYM NOT COM ABAS SV 8UN"
7896382705342;"CIALIS 20MG 1CP"
7898503183237;"PINCEL VULT P/SOMBRAS DUO 03"
7898503183282;"PINCEL VULT P/BLUS 09"
7898503183299;"PINCEL VULT P/PO 10 D"
8902220112339;"VALSARTANA HCT 160MG+12,5MG 30CP GN TORRENT"
7896094203280;"RECONTER 15MG 30CP (C1)"
8880003344880;"7896094203280"
7891000062661;"COMPOSTO LACTEO NINHO FASES 1+ 800GR (1-3 ANOS)"
7894916510271;"NIKI 24CP"
7894916510288;"NIKI 72CP"
7898414852420;"VARICELL CR PERNAS 300GR"
7898270152771;"MEIA SIGVARIS PREMIUM 30-40 M3/4 P/A PEQ CURTA NAT (863PADP1A33)"
7897930761698;"SAB ESPUMA DERMOTIVIN ORIGINAL 130ML"
7896094909182;"EPOCLER 6 FLACONETES 10ML"
7896083402625;"IMUNOFLAN XPE 307,39MG/ML 120ML"
7896083411368;"7896083402625"
7898503183220;"PINCEL VULT P/SOBRANCELHA 02 D"
7896658023132;"SINTOCALMY SUSP 300MG/10ML 150ML CHOCOLATE"
7896658023125;"SINTOCALMY 300MG/2ML 30ML CHOCOLATE"
7899420501579;"SENES 5MG 30CP (C1)"
7899420501647;"SENES 10MG 30CP (C1)"
7896007547913;"LENCOS UMED HUGGIES PURO E NATURAL 48UN"
7896018703407;"7896007547913"
7891142116000;"MIGRAINEX 20CP"
7898934336455;"PROT SOLAR HELIOCARE GEL MAX DEFENSE NUDE BRONZE FPS50 50GR"
8880003346914;"7898934336455"
7896044936916;"DESOD GIOVANNA BABY BLUE AER 150ML"
7896044942009;"DESOD GIOVANNA BABY LILAC AER 150ML"
7896044953562;"DESOD GIOVANNA BABY CANDY AER 150ML"
7896044952794;"DESOD GIOVANNA BABY CHERRY AER 150ML"
7891182991933;"ESM RISQUE TECHN COBERTURA BRILHANTE"
7891182991971;"7891182991933"
7891182992176;"7891182991971"
7898587762564;"TINT CASTING CR 100 PRETO NOITE"
7891317472139;"MEMANTINA 10MG 60CP GN EURO (C1)"
7896025513624;"ESC MARCO BONI RETANGULAR 7511T"
7896025522718;"ESC MARCO BONI DESEMB OV CERD FLEX 8058"
7896025522251;"ESC MARCO BONI USO DIAR RAQ ALMOF 8035"
7898146823422;"RISPERIDONA 2MG 30CP GN BIOLAB (C1)"
7898146823460;"RISPERIDONA 3MG 30CP GN BIOLAB (C1)"
7898146823385;"RISPERIDONA 1MG 30CP GN BIOLAB (C1)"
7898126405815;"COND BIO EXTRATUS SPECIALISTE RESGATE 300ML"
7898126405792;"SH BIO EXTRATUS SPECIALISTE RESGATE 300ML"
8902220108677;"DONEPEZILA 5MG 30CP GN TORRENT (C1)"
7891268118094;"ELIQUIS 5MG 20CP"
7896016807794;"7891268118094"
7895296087087;"ATORVASTATINA 20MG 30CP GN NOVAQ"
7891000106099;"COMPOSTO LACTEO NESLAC COMFOR 800GR (3-5 ANOS)"
7891000106105;"7891000106099"
7898582380206;"TOPERMA 5% 10 EMPLASTROS"
7896523207834;"GEL K-MED LUBRIFICANTE 25GR"
7896015523404;"COMBODART 0,5MG+0,4MG 90CPS *GSKVMAIS*1ª"
7897947604384;"SAB INTIMO DERMAFEME FLORAL 2 UN 200ML"
7896269900822;"VALTREX 500MG 42CP *GSKVMAIS*"
7897947609891;"LAVITAN AZ MAIS 90CP"
7896049528567;"DESOD HERBISSIMO SENSITIVE CR 55GR"
7891150019508;"SH A/C CLEAR LIMPEZA PROFUNDA MASC 200ML"
7897975635923;"BATOM ADCOS ULTRA NUTRICAO LABIAL 3,5GR"
7897975695194;"7897975635923"
7891010591007;"PROT SOLAR NEUTROGENA SUN FRESH FPS70 200ML"
7898587764766;"CR REVITALIFT NOITE LOREAL 49GR"
7891010877620;"COND J&J BABY 400ML"
7894650937679;"REPELENTE OFF REFRESH SPRAY 100ML (4H)"
7896672201257;"FOSTAIR DPI 100MCG+6MCG 120 DOSES *ACESSAR FUNCIONAL*"
7896902200692;"OLEO BRONZ SUNLESS CENOURA FPS6 120ML"
7896902240148;"OLEO BRONZ SUNLESS URUCUM FPS6 120ML"
7896331701562;"GINKGO BILOBA-GINKOCAPS 80MG 30CPS HERTZ"
7891142145512;"SAB GLYCARE MANTECORP 90GR"
7896206406769;"SELOZOK 100MG 60CP"
7891317490133;"ANTROFI CREME 30GR +20APLIC"
7891317124182;"HOLMES H 20MG+12,5MG 30CP"
7891317124281;"HOLMES H 40MG+12,5MG 30CP"
7891317124236;"HOLMES H 40MG+25MG 30CP"
7896191227028;"MEIA KENDALL MASC 3/4 MARROM M 2702 (S C) D"
7897975685904;"PROT SOLAR ADCOS DUO CAKE BEIGE FPS50 10GR"
7897975693350;"REDUTOR DE POROS ADCOS OILY SOLUTION 30GR"
7897975693305;"CR ADCOS ANTI-IDADE DERMA COMPLEX VIT C AREA DOS OLHOS 15GR"
7897975696658;"SERUM ADCOS HIDRADEFENSE INTENSIVO 55ML"
7898079000150;"PRESERV PRUDENCE ULTRA RESISTENTE 3UN"
7891010589622;"LENCOS UMED J&J HORA DO SONO 96UN"
7891010589639;"LENCOS UMED J&J RECEM NASCIDO 96UN"
7897930764354;"SAB LIQ DERMOTIVIN SALIX 70ML"
7897930764330;"SAB LIQ DERMOTIVIN SOFT 70ML"
7897930764323;"SAB LIQ DERMOTIVIN OIL CONTROL 70ML"
7896026306126;"STRIVERDI RESPIMAT 2,5MCG SOL INAL 4ML D"
7896094206045;"TARFIC 0,1% POM 30GR"
7896094207813;"CARDILOL 12,5MG 60CP"
7896438200869;"CREATINA PROBIOTICA 180CPS"
7896438206458;"7896438200869"
7899941200982;"7896438206458"
7896094907324;"ENGOV 24CP"
7891317123956;"OLMESARTANA+HIDROC 20MG+12,5MG 30CP GN EURO"
7891317123994;"OLMESARTANA+HIDROC 40MG+12,5MG 30CP GN EURO"
7891317124038;"OLMESARTANA+HIDROC 40MG+25MG 30CP GN EURO"
7898587764780;"CR REVITALIFT DIA FPS30 LOREAL 49GR"
7896004733234;"PREDNISOLONA 20MG 10CP GN EMS"
7891010043476;"ED J&J REACH ULTRACLEAN GRANDE MD"
7896212424184;"INVEGA SUSTENNA 150MG 1 SER (C1)"
7898302722507;"CR DEPILA NEORLY SENSE PELES DELICADA 120GR (REF:0250)"
7898302722514;"CR DEPILA NEORLY SENSE FORM SUAVE 120GR REF:0251"
7898302722521;"CR DEPILA NEORLY POWER PELOS GROSSOS 120GR (REF:0252)"
7898302722538;"CR DEPILA NEORLY CORP SHOWER 120GR (REF:0253)"
7898302722095;"DEPIL NEORLY CR ESSENCIA ROSA CORP 120GR"
7898302722408;"FOLHAS DEPILA NEORLY PLASTICA 24GR (REF:0240)"
7896000650184;"BICO KUKA ORTO N02 (COD:65018)"
7896000650054;"BICO KUKA (COD:65005)"
7896000661425;"CANECA KUKA FUN MENINA 330ML (66142)"
7896000661418;"CANECA KUKA FUN MENINO 330ML (66141)"
7896000614162;"MAMAD KUKA AQUARELA AZUL 250ML (COD:1416)"
7896000614179;"MAMAD KUKA AQUARELA ROSA 250ML (COD:1417)"
7894916509336;"BRASART BCC 320MG+10MG 30CP *EMS SAUDE*"
7896658024368;"COLLESTRA 650MG 60CPS"
7896658026119;"7896658024368"
7896094906594;"TAMARINE 12MG 20CPS"
7896677701615;"NERVOCALM 250MG 60CP"
7898087340156;"DERSANI 3 UNIDADES DE 200ML"
7896523216461;"CIFLOGEX 12PAST CEREJA"
8880003343098;"7896523216461"
7897169210752;"LIXA PARA PES SANTA CLARA E.V.A ANAT (COD:1075)"
7897169207516;"LIXA PARA PES SANTA CLARA E.V.A PRETO/AMARELO (COD:0751)"
7897169200746;"LIXA PARA PES SANTA CLARA E.V.A SOFT ANAT (COD:1074)"
7898146826348;"KITAPEN 200MG 30CP (C1)"
7891024136478;"SOL BUC COLGATE PLAX FRESH LV500 PG350ML +1,99 250ML D"
7898146825358;"QUETIAPINA 100MG 30CP GN BIOLAB (C1)"
7894916148023;"DULOXETINA 60MG 30CP GN LEG (C1)"
7898378620356;"POMADA DEFRIZ NEEZ SEMI DI LINO 40GR D"
7898587762588;"TINT CASTING CR 800 LOURO BAUNILHA"
7896112422525;"PRESS PLUS 5MG+10MG 60CPS *SAUDE EM EVOLUCAO*"
7896112413677;"PRESSAT 2,5MG 60CP"
7898549756624;"SAB ACNASE CLEAN ANTIACNE 80GR"
7898549756617;"SAB ACNASE CLEAN ESFOLIANTE 80GR"
7898549756631;"SAB ACNASE CLEAN LIMPEZA PROFUNDA 80GR"
7896112411529;"ABLOK PLUS 25MG+12,5MG 60CP"
7896112411512;"ABLOK PLUS 50MG+12,5MG 60CP"
7899420503221;"ASEA HCT 20MG+12,5MG 30CP"
7899420503276;"ASEA HCT 40MG+12,5MG 30CP"
7899420503177;"ASEA HCT 40MG+25MG 30CP"
7613033205712;"RESOURCE THICKEN UP CLEAR 125GR"
7896001302280;"7613033205712"
7891024115862;"SAB LIQ PROTEX MEN SPORT 250ML"
7898503183312;"PINCEL VULT P/BASE E PRIMER 11 DUO FIBER D"
7891024116128;"ED COLGATE EXTRA CLEAN MEDIA 3UN"
7891010591038;"PROT SOLAR NEUTROGENA SUN FRESH FPS50 200ML"
7891010591014;"PROT SOLAR NEUTROGENA SUN FRESH FPS70 120ML"
7898422746827;"SAB DOVE ESFOLIACAO SUAVE 90GR"
7896015529093;"CD PARODONTAX BRANQUEADOR 50GR"
7898133135248;"NASOJET 0,9% 50ML NATULAB"
7506339325263;"ABS ALWAYS NOITES TRANQUILAS COM ABS SC LV32 PG28"
7896004737119;"PAROXETINA 20MG 30CP GN EMS (C1)"
7898537890224;"EXCIVIT AZ 45CPS"
7898582270293;"7898537890224"
7896512909190;"TALCO GRANADO BEBE 100GR"
7891150025981;"SAB LIQ DOVE BABY HIDR ENRIQUECIDA 200ML"
7891150026001;"LOC HIDR DOVE BABY HIDR ENRIQUECIDA 200ML"
7891150025929;"SH DOVE BABY HIDR ENRIQUECIDA 200ML"
7891150036390;"COND DOVE BABY HIDR ENRIQUECIDA 200ML"
7896658023323;"MONTELAIR 4MG 30CP MASTIG"
8880003340790;"7896658023323"
7898537890255;"EXCIVIT AZ OMEGA 30CPS"
7898582270422;"7898537890255"
7891317127725;"TADALAFILA 5MG 30CP GN EURO"
7899420501791;"PROMIM CR 10MG/G 30GR 20APLIC"
7896222720221;"PRESERV JONTEX CONFORT PLUS 6UN"
7898495607735;"IMOLAC 10G/15ML 120ML"
7898495609364;"7898495607735"
7898212282276;"CR DEPILA DEPIL BELLA FACIAL PELES DELICADAS 40GR"
7894916510103;"BRASART BCC 160MG+5MG 60CP *EMS SAUDE*"
7898505092032;"FERANE 35 63DRG"
7908020502647;"7898505092032"
7897517903923;"TOUCA RICCA P/BANHO ESTAMPADA (COD:392)"
7896004706382;"AMOXICILINA 875MG 14CP GN EMS (AM)"
7896212425082;"07896212425082"
7896676426380;"DEXALIV GEL 60GR"
7891317136468;"CREVAGIN CREME 40GR + 7APLIC"
7891317455736;"7891317136468"
7898040324438;"LOC PERNAS E PES FLETOP 200ML"
3282770037098;"ANACAPS TRI- ACTIV 30CPS"
3282770104950;"3282770037098"
3282770108422;"3282770104950"
7501037601718;"PILHA EVEREADY SUPER HEAVY DUTY AAA4 4UN"
7896094208674;"IUMI 72CP"
7891010579265;"LOC HIDR J&J BABY RECEM NASCIDO 200ML"
7891010579289;"SAB LIQ J&J BABY RECEM NASCIDO 200ML"
7896094208285;"SUMAX PRO 500MG+85MG 2CP"
7896094208278;"SUMAX PRO 500MG+50MG 2CP"
7896044926474;"COLONIA GIOVANNA BABY CLASSIC FEM 50ML D"
7896112189114;"MICONAZOL 20MG CR VAG 80GR 14APLIC GN TEUTO"
7896637022804;"TRIANCIL 20MG/ML 1FRASCO 5ML"
7895296252010;"FEXOFENADINA 120MG 10CP GN NOVAQ"
7895296447317;"7895296252010"
7891058008635;"NOVALGINA 500MG 30CP"
7898610370063;"SH HASKELL CAVALO FORTE 300ML"
7898610370070;"COND HASKELL CAVALO FORTE 300ML"
7896026306416;"JARDIANCE 10MG 30CP *ABRACAR A VIDA*"
7896026306188;"JARDIANCE 25MG 30CP *ABRACAR A VIDA*"
7899420502316;"AVAL 80MG 30CP"
8902220109599;"ROSUCOR 20MG 60CP"
8902220109582;"ROSUCOR 10MG 60CP"
8902220116214;"NEBLOCK 5MG 60CP"
7896009498206;"CENTRUM SELECT MULHER 30CP"
7896046701826;"KIT LIGHTNER CLAREADOR BANHO DE LUA"
7897975691295;"PROT SOLAR ADCOS FLUID TONAL NUDE FPS40 50ML"
7899026413658;"ESM COLORAMA CREM CHIC BEGE 8ML"
7899026407572;"ESM COLORAMA CREM FRANCA 8ML"
7891317452964;"DOXAZOSINA 2MG 30CP GN EURO"
7898587766043;"GEL LIMP EFFACLAR LA ROCHE POSAY CONCENTRADO 60GR"
7898283814369;"LUVA DESCARPACK PROCED LATEX COM PO P 100UN"
7898283814482;"7898283814369"
7898283814666;"7898283814482"
7898283815311;"7898283814666"
7896009498176;"CENTRUM SELECT HOMEM 30CP"
7896714221083;"NEOCOFLAN AEROSSOL 11,6MG/G 85ML"
7898040324391;"KELO-COTE UV 15GR"
7896331705577;"CALOTRAT PLANTAR POMADA 20GR HERTZ"
7896331709360;"7896331705577"
7896523202204;"LORATAMED 1MG/ML XPE 100ML"
7898126403972;"SEL DE PONTAS BIO EXTRATUS CRISTAL LIQ CACHOS 60ML"
8429420078581;"ISDIN ACTIVE UNIFY FUSION FLUID COLOR FPS99 50ML"
7896094208766;"CR HIDR UMIDITA AI 45GR"
7896094208773;"LOC HIDR UMIDITA AI 120ML"
7896094208728;"LOC HIDR UMIDITA INFANTIL 120ML"
7896094208780;"CR GEL HIDR UMIDITA FPS25 50ML"
7896004715049;"DORILEN GOTAS 15ML"
7898949409465;"PROCTAN HEMORROIDAS 25GR"
7896317909760;"CLIMATRIX 100MG 30CP"
7898430192043;"7896317909760"
7896007545094;"ABS INTIMUS GEL TRIPLA PROT COM ABAS SV 16UN *F.POP-GT*"
7896007550067;"7896007545094"
7896658023354;"MONTELAIR 5MG 30CP MASTIG"
7891010027858;"SH J&J BABY GLICERINA 750ML"
7891058003579;"PURAN T4 62,5MCG 30CP"
7891058003562;"PURAN T4 37,5MCG 30CP"
7891058003555;"PURAN T4 12,5MCG 30CP"
7896181919322;"ALPRAZOLAM 1MG 30CP GN BIO (B1)"
7896181922377;"DROPROPIZINA XPE ADL 120ML GN BIO"
7896007547128;"RP INTIMA PLENITUD PROTECT PLUS P/M 8UN"
7896044936923;"DESOD GIOVANNA BABY CLASSIC AER 150ML"
7891317000042;"PACO 500MG+30MG 24CP (C1)"
7891317464905;"7891317000042"
7891317013158;"MOLIERI 20 24CP"
7899547537802;"MICONAZOL 20MG CR VAG 80GR 14APLIC GN PRATI"
7898586630314;"RESTIVA 5MG 2 ADESIVOS (C1) *CUIDAR MUNDIPHARMA*"
7897534845961;"DUPRATA BANANITA CREM SEM ACUCAR 22GR"
7898950476210;"7897534845961"
7897534829329;"DUPRATA BANANITA CREM GOIABINHA SEM ACUCAR 22GR"
7897534829367;"7897534829329"
7897534846029;"7897534829367"
8880003340196;"7897534846029"
7897534829343;"DUPRATA PE DE MOLEQUE CREM S/ACUCAR 22GR"
7897534845992;"7897534829343"
7898146825426;"QUETIAPINA 200MG 30CP GN BIOLAB (C1)"
7897595635259;"ACLASTA 5MG INJ 100ML"
7896422525398;"ESCITALOPRAM 10MG 30CP GN MD (C1)"
7896422525466;"ESCITALOPRAM 20MG 30CP GN MD (C1)"
7897930763005;"SAB LIQ DERMOTIVIN SALIX 300ML"
7500435171106;"CLEARBLUE PLUS TESTE DE GRAVIDEZ"
7506339305111;"7500435171106"
7896006212072;"OXIBERRY 30 SACHES 5GR"
7898610370100;"MASC HASKELL CAVALO FORTE 250GR"
7898610370117;"MASC HASKELL CAVALO FORTE 500GR"
7893590202335;"EXPOSITOR"
7893590202373;"7893590202335"
7896286618182;"7893590202373"
7897517900298;"7896286618182"
7897534852884;"7897517900298"
7897764800068;"7897534852884"
7898123342236;"7897764800068"
7898123342243;"7898123342236"
7898552630287;"7898123342243"
7898552633998;"7898552630287"
7898636190645;"7898552633998"
7896094906310;"DORIL ENXAQUECA ENV 4CP (25)"
7896094910546;"7896094906310"
7896714204468;"NISTATINA CR VAG 60GR GN NQ + APLIC"
7896714265766;"7896714204468"
7891317102012;"AZITROMICINA 600MG SUSP 15ML GN EURO (AM)"
7891317101985;"AZITROMICINA 900MG SUSP 22,5ML GN EURO (AM)"
7896311709533;"BODYSIZE NUTRI WHEY CHOCOLATE 907GR INTEGRALMEDICA"
7891317490003;"PROMESTRIENO 10MG CR VAG 30GR GN EURO"
7896181922711;"DESLORATADINA 5MG 10CP GN BIO"
7894916509084;"BRASART HCT 320MG+12,5MG 30CP"
7898585290823;"ED POWERDENT CLASSIC MEDIA LV3 PG2"
7896637026703;"MOTILEX FRAMBOESA 30SACHES"
5413787008797;"VIMPAT 100MG 28CP (C1) *COMPROMISSO SAUDE*"
4030729003767;"VIMPAT 50MG 14CP (C1) *F.NACIONAL*"
4005808631322;"DESOD NIVEA TOM NATURAL FEM AER 150ML"
0000078922693;"OLEO CORP PAIXAO TENTADORA AMEIXA RUBI 200ML"
7898146820582;"GABAPENTINA 300MG 30CPS GN BIOLAB (C1)"
7896422501668;"TADALAFILA 20MG 1CP GN MD"
7896422501651;"TADALAFILA 5MG 30CP GN MD"
7896422528764;"ZINPASS 20MG 30CP"
7891317101961;"AZITROMICINA 1500MG SUSP 37,5ML GN EURO (AM)"
7896422528719;"ZINPASS 10MG 30CP"
8437002567583;"PROT SOLAR HELIOCARE COMP MAX DEFENSE LIGHT FPS50 10GR D"
7898636190324;"COND TIO NACHO CLAREADOR 415ML"
7896902202962;"COLETOR FARMAX PLASTICO UNIVERSAL"
7891317019297;"20 BI 5CPS"
7891317031268;"7891317019297"
7891317158705;"7891317031268"
8880003339541;"7891317158705"
7891317031275;"20 BI 10CPS"
7891317031282;"20 BI 30CPS"
7896226103037;"PERMEAR 300MG 30CP D"
